,код класса,наименование класса,НоменклатураНаименование,НоменклатураНаименованиеПолное,НоменклатураРодитель,НоменклатураВидНоменклатуры,id,Наименование,n_abb,abb,upper_case,special,eng_letters,nums,version,n_tokens,level_0,level_1,level_2,level_3,level_4
3146,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36070,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3147,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36071,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3148,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36072,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3149,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36073,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3150,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36074,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3151,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36075,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3152,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36076,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3153,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36077,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3154,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36078,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3155,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36079,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3156,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36080,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3157,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36237,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3158,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36238,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3159,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36239,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3160,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36240,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3161,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36241,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3162,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36242,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3163,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36243,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3164,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36244,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3165,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36245,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3166,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36246,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3167,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36247,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3168,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36248,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3169,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36249,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3170,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36250,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3171,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36251,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3172,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36252,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3173,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36253,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3174,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36254,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3175,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),36255,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3176,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47646,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3177,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47647,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3178,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47648,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3179,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47649,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3180,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47650,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3181,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47651,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3182,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47652,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3183,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47653,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3184,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47654,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3185,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47655,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3186,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47656,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3187,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47657,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3188,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47658,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3189,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47659,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3190,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47660,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3191,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47661,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3192,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47662,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3193,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47663,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3194,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47664,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3195,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47665,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3196,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47666,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3197,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47667,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3198,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47668,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3199,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47669,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3200,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47670,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3201,05.21.09.08,Костюмы,Костюм Костюм,Костюм,Спецодежда,Спецостнастка и спецодежда (б/сч 10.10),47671,Костюм,0,0,0,0,0,0,0,2,2,11,24,38,97
3202,05.21.09.08,Костюмы,"Костюм    мужской ""Дока NEW"" с п/к зел Костюм    мужской ""Дока NEW"" с п/к зел","Костюм    мужской ""Дока NEW"" с п/к зел",Спецодежда,Материал,110628,"Костюм    мужской ""Дока NEW"" с п/к зел",2,1,2,2,1,0,0,20,2,11,24,38,97
3203,05.21.09.08,Костюмы,"Костюм  ""Альянс""зел.муж.летний Костюм  ""Альянс""зел.муж.летний","Костюм  ""Альянс""зел.муж.летний",Спецодежда,Материал,110629,"Костюм  ""Альянс""зел.муж.летний",0,0,0,0,0,0,0,6,2,11,24,38,97
3204,05.21.09.08,Костюмы,"Костюм  ""Байкал""зел.муж.летний Костюм  ""Байкал""зел.муж.летний","Костюм  ""Байкал""зел.муж.летний",Спецодежда,Материал,110630,"Костюм  ""Байкал""зел.муж.летний",0,0,0,0,0,0,0,6,2,11,24,38,97
3205,05.21.09.08,Костюмы,"Костюм  ""Байкал""летний женский Костюм  ""Байкал""летний женский","Костюм  ""Байкал""летний женский",Спецодежда,Материал,110631,"Костюм  ""Байкал""летний женский",0,0,0,0,0,0,0,8,2,11,24,38,97
3206,05.21.09.08,Костюмы,"Костюм  ""Байкал""летний мужской Костюм  ""Байкал""летний мужской","Костюм  ""Байкал""летний мужской",Спецодежда,Материал,110632,"Костюм  ""Байкал""летний мужской",0,0,0,0,0,0,0,8,2,11,24,38,97
3207,05.21.09.08,Костюмы,"Костюм  ""Буран-Урсу.С"" (синий василек) Костюм  ""Буран-Урсу.С"" (синий василек)","Костюм  ""Буран-Урсу.С"" (синий василек)",Спецодежда,Материал,110633,"Костюм  ""Буран-Урсу.С"" (синий василек)",0,0,0,6,0,0,0,10,2,11,24,38,97
3208,05.21.09.08,Костюмы,"Костюм  ""Вектор"" зимний Костюм  ""Вектор"" зимний","Костюм  ""Вектор"" зимний",Спецодежда,Материал,110634,"Костюм  ""Вектор"" зимний",0,0,0,0,0,0,0,8,2,11,24,38,97
